,Vds,Ids
0,-10,-2.50816e-09
1,-10,-3.8147e-11
2,-10,-3.76701e-10
3,-10,1.06096e-10
4,-10,-1.45435e-10
5,-10,2.74181e-11
6,-10,7.51018e-11
7,-10,-1.83582e-10
8,-10,-4.58241e-09
9,-10,-2.78115e-08
10,-10,-7.96998e-08
11,-10,-1.64084e-07
12,-10,-2.88692e-07
13,-10,-4.6333e-07
14,-10,-6.93871e-07
15,-10,-9.86904e-07
16,-10,-1.34893e-06
17,-10,-1.78476e-06
18,-10,-2.30142e-06
19,-10,-2.90055e-06
