,Vds,Ids
0,-10,-1.04988e-08
1,-10,-9.99093e-09
2,-10,-9.97901e-09
3,-10,-9.97424e-09
4,-10,-9.96828e-09
5,-10,-9.97782e-09
6,-10,-1.00589e-08
7,-10,-1.17171e-08
8,-10,-2.09522e-08
9,-10,-4.95136e-08
10,-10,-1.07374e-07
11,-10,-1.94966e-07
12,-10,-3.18433e-07
13,-10,-4.82957e-07
14,-10,-6.95298e-07
15,-10,-9.61797e-07
16,-10,-1.28522e-06
17,-10,-1.67028e-06
18,-10,-2.12391e-06
19,-10,-2.64335e-06
