,Vds,Ids,Vgs
0,0.0,7.80821e-10,-10
1,-0.5,-7.25898e-07,-10
2,-1.0,-1.2961e-06,-10
3,-1.5,-1.74096e-06,-10
4,-2.0,-2.11298e-06,-10
5,-2.5,-2.42025e-06,-10
6,-3.0,-2.66176e-06,-10
7,-3.5,-2.8499e-06,-10
8,-4.0,-2.99024e-06,-10
9,-4.5,-3.08782e-06,-10
10,-5.0,-3.15853e-06,-10
11,-5.5,-3.20989e-06,-10
12,-6.0,-3.24925e-06,-10
13,-6.5,-3.28061e-06,-10
14,-7.0,-3.30738e-06,-10
15,-7.5,-3.32772e-06,-10
16,-8.0,-3.34464e-06,-10
17,-8.5,-3.36022e-06,-10
18,-9.0,-3.37122e-06,-10
19,-9.5,-3.38353e-06,-10
