,Vds,Ids,Vgs
0,0.0,1.4782e-10,-10
1,-0.5,-4.84103e-07,-10
2,-1.0,-8.37793e-07,-10
3,-1.5,-1.08362e-06,-10
4,-2.0,-1.25351e-06,-10
5,-2.5,-1.36554e-06,-10
6,-3.0,-1.43299e-06,-10
7,-3.5,-1.46799e-06,-10
8,-4.0,-1.48417e-06,-10
9,-4.5,-1.4883e-06,-10
10,-5.0,-1.48865e-06,-10
11,-5.5,-1.48664e-06,-10
12,-6.0,-1.48334e-06,-10
13,-6.5,-1.47933e-06,-10
14,-7.0,-1.47602e-06,-10
15,-7.5,-1.47378e-06,-10
16,-8.0,-1.46879e-06,-10
17,-8.5,-1.46377e-06,-10
18,-9.0,-1.46248e-06,-10
19,-9.5,-1.45859e-06,-10
